2007-01-25,11:38:23,PLSZPTL00010,MNI,5.1,3000
2007-01-25,11:38:23,PLSZPTL00010,MNI,5.1,635
2007-01-25,11:38:24,PLGANT000014,GANT,81.7,15
2007-01-25,11:38:24,PLMSTZB00018,MOSTALZAB,6.23,3932
2007-01-25,11:38:25,PLECHPS00019,ECHO,101.5,21
2007-01-25,11:38:25,PLECHPS00019,ECHO,101.5,256
2007-01-25,11:38:26,PLPOLND00019,POLNORD,127.5,23
2007-01-25,11:38:27,PLBIOTN00029,BIOTON,2,5390
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.33,69
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.3,1500
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.3,190
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.31,400
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.3,520
2007-01-25,11:38:28,PLMSTEX00017,MOSTALEXP,5.3,2321
2007-01-25,11:38:29,PLGTC0000037,GTC,49.49,20
2007-01-25,11:38:29,PLSKTAN00010,SKOTAN,13,38
2007-01-25,11:38:29,PLSKTAN00010,SKOTAN,13,152
2007-01-25,11:38:30,PLBIOTN00029,BIOTON,2,1078
2007-01-25,11:38:30,PLBIOTN00029,BIOTON,2,2500
2007-01-25,11:38:31,PLMSTZB00018,MOSTALZAB,6.24,500
2007-01-25,11:38:31,PLPROJP00067,PROJPRZEM-PDA,42.69,195
2007-01-25,11:38:31,PLPRSPR00046,PROSPER,18.19,75
2007-01-25,11:38:31,PLPRSPR00046,PROSPER,18.18,121
2007-01-25,11:38:32,PLLUBAW00013,LUBAWA,2.14,318
2007-01-25,11:38:32,PLLUBAW00013,LUBAWA,2.13,3455
2007-01-25,11:38:32,PLLUBAW00013,LUBAWA,2.13,1900
2007-01-25,11:38:32,PLLUBAW00013,LUBAWA,2.13,1597
2007-01-25,11:38:32,PLLUBAW00013,LUBAWA,2.13,1000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.66,1880
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.66,2000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.7,1946
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.7,3000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,5000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,2000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,3000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,500
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,1000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.69,5000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.68,2000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.68,497
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.68,2000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.67,1200
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.67,4000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.67,3000
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.67,505
2007-01-25,11:38:32,PLNFI1200018,BBIDEVNFI,2.67,1570
2007-01-25,11:38:33,PLBIOTN00029,BIOTON,2,215
2007-01-25,11:38:33,PLNFI1200018,BBIDEVNFI,2.7,1900
2007-01-25,11:38:33,PLNFI1200018,BBIDEVNFI,2.7,1402
2007-01-25,11:38:33,PLNFI1200018,BBIDEVNFI,2.7,1500
2007-01-25,11:38:33,PLNFI1200018,BBIDEVNFI,2.7,500
2007-01-25,11:38:34,PLDRZPL00032,DROZAPOL,9.8,263
2007-01-25,11:38:34,PLDRZPL00032,DROZAPOL,9.8,200
2007-01-25,11:38:34,PLDRZPL00032,DROZAPOL,9.8,150
2007-01-25,11:38:35,PLGNRSI00015,GINOROSSI,18.95,700
2007-01-25,11:38:36,PLNETIA00014,NETIA,4.94,334
2007-01-25,11:38:36,PLNETIA00014,NETIA,4.94,143
2007-01-25,11:38:36,PLSWRZD00017,SWARZEDZ,0.81,3750
2007-01-25,11:38:37,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:38:37,PLASMOT00030,TRITON,19.15,357
2007-01-25,11:38:37,PLBDPWR00014,BUDOPOL,7.35,15
2007-01-25,11:38:37,PLBIOTN00029,BIOTON,2,44
2007-01-25,11:38:37,PLMSTZB00018,MOSTALZAB,6.25,500
2007-01-25,11:38:37,PLMSTZB00018,MOSTALZAB,6.25,1500
2007-01-25,11:38:38,PLGSPR000014,GETIN,15.1,460
2007-01-25,11:38:38,PLGSPR000014,GETIN,15.1,535
2007-01-25,11:38:39,PLZRWZW00012,ZURAWIE,17.17,313
2007-01-25,11:38:40,PLMSTEX00017,MOSTALEXP,5.35,1900
2007-01-25,11:38:40,PLSZPTL00093,MNI-PP,11.42,135
2007-01-25,11:38:40,PLSZPTL00093,MNI-PP,11.42,5000
2007-01-25,11:38:41,PLBIOTN00029,BIOTON,2,8
2007-01-25,11:38:41,PLGRBRN00012,ALCHEMIA,56.5,26
2007-01-25,11:38:41,PLGRBRN00012,ALCHEMIA,56.7,64
2007-01-25,11:38:41,PLNFI0700018,BBICAPNFI,14.55,150
2007-01-25,11:38:42,PLBDPWR00014,BUDOPOL,7.36,760
2007-01-25,11:38:42,PLBDPWR00014,BUDOPOL,7.37,240
2007-01-25,11:38:42,PLERGPL00014,ENERGOPOL,102.7,12
2007-01-25,11:38:42,PLERGPL00014,ENERGOPOL,102.6,300
2007-01-25,11:38:42,PLERGPL00014,ENERGOPOL,102.5,138
2007-01-25,11:38:42,PLMSTZB00018,MOSTALZAB,6.25,4400
2007-01-25,11:38:42,PLMSTZB00018,MOSTALZAB,6.25,1100
2007-01-25,11:38:43,PLAMPLI00019,AMPLI,12,15
2007-01-25,11:38:44,PLAMPLI00019,AMPLI,11.99,10
2007-01-25,11:38:44,PLBIOTN00029,BIOTON,2,2
2007-01-25,11:38:44,PLNFI1500011,NFIEMF,16.15,85
2007-01-25,11:38:45,PLENMPD00018,ENERGOPLD,9,14
2007-01-25,11:38:46,PLDRZPL00032,DROZAPOL,9.8,100
2007-01-25,11:38:46,PLMSTEX00017,MOSTALEXP,5.35,500
2007-01-25,11:38:47,PLECHPS00019,ECHO,101.4,120
2007-01-25,11:38:47,PLEUFLM00017,ERGIS,6.38,412
2007-01-25,11:38:47,PLTVN0000017,TVN,25.63,537
2007-01-25,11:38:48,PLELTBD00017,ELBUDOWA,115,7
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.6,485
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.69,100
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.7,15
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.7,200
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.7,100
2007-01-25,11:38:48,PLHUTMN00017,HUTMEN,25.65,100
2007-01-25,11:38:48,PLLZPSK00019,LZPS,3.93,700
2007-01-25,11:38:49,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:38:49,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:38:49,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:38:49,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:38:50,PLNFI0500012,05VICT,2.11,50
2007-01-25,11:38:50,PLSKTAN00010,SKOTAN,13,128
2007-01-25,11:38:53,PLNFI0400015,04PRO,5.92,300
2007-01-25,11:38:54,PL0GPWF05785,FW20H7,34830,11
2007-01-25,11:38:54,PLNFI0800016,08OCTAVA,38.4,19
2007-01-25,11:38:56,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:38:57,PL0GPWF05785,FW20H7,34830,3
2007-01-25,11:38:57,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:38:57,PLMSTEX00017,MOSTALEXP,5.35,944
2007-01-25,11:38:57,PLMSTEX00017,MOSTALEXP,5.35,714
2007-01-25,11:38:57,PLMSTEX00017,MOSTALEXP,5.35,871
2007-01-25,11:38:58,PLELPO000016,MASTERS,0.29,3000
2007-01-25,11:38:58,PLELPO000016,MASTERS,0.29,1000
2007-01-25,11:38:58,PLTLKPL00017,TPSA,26,93
2007-01-25,11:38:59,PLBIOTN00029,BIOTON,2,8704
2007-01-25,11:39:00,PLMSTPL00018,MOSTALPLC,45.5,100
2007-01-25,11:39:01,PLAGORA00067,AGORA,40.55,306
2007-01-25,11:39:01,PLBIOTN00029,BIOTON,2,6200
2007-01-25,11:39:01,PLENMPD00018,ENERGOPLD,9,250
2007-01-25,11:39:01,PLNRTHC00014,NORTCOAST,4.12,200
2007-01-25,11:39:01,PLSOFTB00016,ASSECOPOL,68.1,100
2007-01-25,11:39:03,PLCPTLP00015,CAPITAL,8.06,144
2007-01-25,11:39:03,PLSTLEX00019,STALEXP,3.87,2000
2007-01-25,11:39:04,PLBIOTN00029,BIOTON,2,4385
2007-01-25,11:39:04,PLBIOTN00029,BIOTON,2,360
2007-01-25,11:39:04,PLBIOTN00029,BIOTON,2,2755
2007-01-25,11:39:04,PLSTLEX00019,STALEXP,3.86,950
2007-01-25,11:39:04,PLSTLEX00019,STALEXP,3.86,470
2007-01-25,11:39:04,PLSTLEX00019,STALEXP,3.86,80
2007-01-25,11:39:05,PLHGNKA00028,HYGIENIKA,2.96,181
2007-01-25,11:39:07,PLMCIMG00012,MCI,8.96,300
2007-01-25,11:39:08,PLEUFLM00017,ERGIS,6.47,150
2007-01-25,11:39:08,PLEUFLM00017,ERGIS,6.53,800
2007-01-25,11:39:08,PLEUFLM00017,ERGIS,6.54,800
2007-01-25,11:39:08,PLEUFLM00017,ERGIS,6.49,650
2007-01-25,11:39:08,PLEUFLM00017,ERGIS,6.48,600
2007-01-25,11:39:10,DE0003304200,BMPAG,9.53,200
2007-01-25,11:39:10,DE0003304200,BMPAG,9.52,120
2007-01-25,11:39:10,DE0003304200,BMPAG,9.51,425
2007-01-25,11:39:10,DE0003304200,BMPAG,9.51,90
2007-01-25,11:39:10,DE0003304200,BMPAG,9.51,15
2007-01-25,11:39:10,PL0GPWF05785,FW20H7,34830,20
2007-01-25,11:39:11,PLMSTZB00018,MOSTALZAB,6.25,330
2007-01-25,11:39:13,PLLOTOS00025,LOTOS,46.9,32
2007-01-25,11:39:13,PLSTLEX00019,STALEXP,3.87,784
2007-01-25,11:39:13,PLSTLEX00019,STALEXP,3.87,1000
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,129
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,500
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,420
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,120
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,4491
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,190
2007-01-25,11:39:14,PLMSTEX00017,MOSTALEXP,5.35,2000
2007-01-25,11:39:14,PLMSTZB00018,MOSTALZAB,6.25,8770
2007-01-25,11:39:14,PLMSTZB00018,MOSTALZAB,6.26,730
2007-01-25,11:39:14,PLMSTZB00018,MOSTALZAB,6.26,500
2007-01-25,11:39:14,PLRAFAK00018,RAFAKO,38.3,130
2007-01-25,11:39:14,PLRAFAK00018,RAFAKO,38.3,70
2007-01-25,11:39:14,PLRAFAK00018,RAFAKO,38.3,30
2007-01-25,11:39:15,PL0GPWF05785,FW20H7,34830,10
2007-01-25,11:39:15,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:39:15,PLPKN0000018,PKNORLEN,48.06,100
2007-01-25,11:39:16,PLBIOTN00029,BIOTON,2,1350
2007-01-25,11:39:16,PLBIOTN00029,BIOTON,2,15000
2007-01-25,11:39:16,PLBIOTN00029,BIOTON,2,3650
2007-01-25,11:39:16,PLMSTZB00018,MOSTALZAB,6.26,300
2007-01-25,11:39:17,PLASMOT00030,TRITON,19.15,43
2007-01-25,11:39:17,PLBSSTM00021,B3SYSTEM-PDA,6.2,296
2007-01-25,11:39:17,PLNFTBD00010,NAFTA,26,70
2007-01-25,11:39:18,PLECHPS00019,ECHO,101.4,120
2007-01-25,11:39:18,PLECHPS00019,ECHO,101.4,120
2007-01-25,11:39:18,PLECHPS00019,ECHO,101.4,3260
2007-01-25,11:39:18,PLGRBRN00012,ALCHEMIA,56.5,181
2007-01-25,11:39:18,PLNFI0200019,KREZUS,4.75,150
2007-01-25,11:39:20,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:20,PLPOLND00019,POLNORD,128.8,50
2007-01-25,11:39:20,PLPOLND00019,POLNORD,128.9,100
2007-01-25,11:39:20,PLPOLND00019,POLNORD,129,18
2007-01-25,11:39:20,PLPOLND00019,POLNORD,129,216
2007-01-25,11:39:21,PLBDPWR00014,BUDOPOL,7.36,165
2007-01-25,11:39:21,PLBDPWR00014,BUDOPOL,7.35,175
2007-01-25,11:39:21,PLBDPWR00014,BUDOPOL,7.35,1160
2007-01-25,11:39:22,PL0GPWF05769,FTPSH7,12950,1
2007-01-25,11:39:22,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:22,PLBIOTN00029,BIOTON,2,1100
2007-01-25,11:39:22,PLBIOTN00029,BIOTON,2,3900
2007-01-25,11:39:22,PLELTIM00013,ELEKTRIM,6.5,84
2007-01-25,11:39:23,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:23,PLATLNT00016,ATLANTIS,2,500
2007-01-25,11:39:24,PL0GPWF05785,FW20H7,34830,2
2007-01-25,11:39:25,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:25,PLECHPS00019,ECHO,101.4,1641
2007-01-25,11:39:25,PLKGHM000017,KGHM,90.15,10
2007-01-25,11:39:25,PLMSTZB00018,MOSTALZAB,6.26,1500
2007-01-25,11:39:27,PLCRMNG00029,NOWAGALA,4.9,10000
2007-01-25,11:39:27,PLMSTEX00017,MOSTALEXP,5.35,509
2007-01-25,11:39:27,PLMSTEX00017,MOSTALEXP,5.35,500
2007-01-25,11:39:28,PLHUTMN00017,HUTMEN,25.6,320
2007-01-25,11:39:28,PLPKN0000018,PKNORLEN,48.06,90
2007-01-25,11:39:29,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:39:29,PLBIOTN00029,BIOTON,2,900
2007-01-25,11:39:29,PLBIOTN00029,BIOTON,2,100
2007-01-25,11:39:30,PLDMDVL00012,DOMDEV,165,3
2007-01-25,11:39:30,PLDMDVL00012,DOMDEV,165,27
2007-01-25,11:39:30,PLMSTZB00018,MOSTALZAB,6.26,500
2007-01-25,11:39:31,PLBIOTN00029,BIOTON,2,2113
2007-01-25,11:39:31,PLECHPS00019,ECHO,101.4,99
2007-01-25,11:39:31,PLECHPS00019,ECHO,101.4,120
2007-01-25,11:39:32,PLMEDCS00015,PGF,75.95,1
2007-01-25,11:39:32,PLMSTZB00018,MOSTALZAB,6.26,200
2007-01-25,11:39:33,PL0GPWF05785,FW20H7,34820,20
2007-01-25,11:39:33,PLERGPL00014,ENERGOPOL,102.5,25
2007-01-25,11:39:33,PLERGPL00014,ENERGOPOL,102.3,1
2007-01-25,11:39:33,PLQMKSK00017,QUMAKSEK,10.03,150
2007-01-25,11:39:34,PLTRAST00020,TRASINTUR,4.01,200
2007-01-25,11:39:35,PLBANKR00010,BANKIER.PL,10.75,500
2007-01-25,11:39:35,PLDRZPL00032,DROZAPOL,9.79,399
2007-01-25,11:39:36,PLBIOTN00029,BIOTON,2,14
2007-01-25,11:39:36,PLSOFTB00016,ASSECOPOL,68,30
2007-01-25,11:39:36,PLSOFTB00016,ASSECOPOL,68,970
2007-01-25,11:39:37,PL0GPWF05785,FW20H7,34820,25
2007-01-25,11:39:37,PLBDPWR00014,BUDOPOL,7.37,113
2007-01-25,11:39:37,PLBDPWR00014,BUDOPOL,7.37,4933
2007-01-25,11:39:37,PLMSTZB00018,MOSTALZAB,6.26,1644
2007-01-25,11:39:38,PLFAM0000012,FAM,14.27,400
2007-01-25,11:39:38,PLMSTEX00017,MOSTALEXP,5.35,200
2007-01-25,11:39:38,PLMSTZB00018,MOSTALZAB,6.26,1000
2007-01-25,11:39:38,PLNFI0700018,BBICAPNFI,14.54,65
2007-01-25,11:39:39,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:39,PLBDPWR00014,BUDOPOL,7.35,485
2007-01-25,11:39:39,PLBDPWR00014,BUDOPOL,7.37,20
2007-01-25,11:39:39,PLERGPL00014,ENERGOPOL,102.3,14
2007-01-25,11:39:39,PLERGPL00014,ENERGOPOL,102,1
2007-01-25,11:39:39,PLNFI0300017,JUPITER,3.51,813
2007-01-25,11:39:40,PLENMPD00018,ENERGOPLD,9,200
2007-01-25,11:39:40,PLINTGR00013,GROCLIN,55.55,21
2007-01-25,11:39:41,PL0GPWF05785,FW20H7,34830,1
2007-01-25,11:39:41,PL0GPWF05785,FW20H7,34830,5
2007-01-25,11:39:41,PL0GPWF05785,FW20H7,34830,10
2007-01-25,11:39:41,PLBDPWR00014,BUDOPOL,7.37,1
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,2723
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,500
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,1320
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,690
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,600
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,5130
2007-01-25,11:39:41,PLBIOTN00029,BIOTON,2,3037
2007-01-25,11:39:41,PLMSTZB00018,MOSTALZAB,6.26,880
2007-01-25,11:39:43,PLECHPS00019,ECHO,101.4,140
2007-01-25,11:39:43,PLMSTZB00018,MOSTALZAB,6.26,8246
2007-01-25,11:39:43,PLMSTZB00018,MOSTALZAB,6.27,1400
2007-01-25,11:39:43,PLMSTZB00018,MOSTALZAB,6.27,5354
2007-01-25,11:39:43,PLMSTZB00018,MOSTALZAB,6.27,5000
2007-01-25,11:39:44,PLELPO000016,MASTERS,0.29,4500
2007-01-25,11:39:44,PLELPO000016,MASTERS,0.29,5000
2007-01-25,11:39:44,PLENMPD00018,ENERGOPLD,9,397
2007-01-25,11:39:44,PLERGPL00014,ENERGOPOL,102,11
2007-01-25,11:39:44,PLERGPL00014,ENERGOPOL,102,31
2007-01-25,11:39:44,PLPKN0000018,PKNORLEN,48.06,55
2007-01-25,11:39:46,PL0GPWF05769,FTPSH7,12950,1
2007-01-25,11:39:46,PLBIOTN00029,BIOTON,2,1310
2007-01-25,11:39:46,PLBIOTN00029,BIOTON,2,600
2007-01-25,11:39:46,PLBIOTN00029,BIOTON,2,2790
2007-01-25,11:39:46,PLMSTEX00017,MOSTALEXP,5.37,100
2007-01-25,11:39:47,PLPROJP00067,PROJPRZEM-PDA,42.69,585
2007-01-25,11:39:47,PLPROJP00067,PROJPRZEM-PDA,42.7,123
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,6610
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,4380
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,10000
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,2380
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,10000
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,5000
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,4000
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,17000
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,2014
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,750
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,640
2007-01-25,11:39:48,PLBIOTN00029,BIOTON,2,500
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,1330
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,1450
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2500
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2300
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,10000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,8500
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,235
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,500
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,5818
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,1970
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,44288
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,635
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,400
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,800
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,5000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,10000
2007-01-25,11:39:49,PLBIOTN00029,BIOTON,2,17000
2007-01-25,11:39:49,PLGANT000014,GANT,81.7,15
2007-01-25,11:39:50,PLTRNSU00013,TUP,15.69,107
2007-01-25,11:39:50,PLTRNSU00013,TUP,15.7,893
2007-01-25,11:39:51,PLBIOTN00029,BIOTON,2,5288
2007-01-25,11:39:51,PLBIOTN00029,BIOTON,2,6000
2007-01-25,11:39:51,PLBIOTN00029,BIOTON,2,5712
2007-01-25,11:39:51,PLCRMNG00029,NOWAGALA,4.9,13101
2007-01-25,11:39:51,PLMBRST00015,ADVADIS,1.53,3428
2007-01-25,11:39:51,PLMBRST00015,ADVADIS,1.53,1000
2007-01-25,11:39:52,PLBIOTN00029,BIOTON,2,30000
2007-01-25,11:39:53,PLAMBRA00013,AMBRA,16.9,15
2007-01-25,11:39:53,PLAMBRA00013,AMBRA,16.94,10
2007-01-25,11:39:53,PLASMOT00030,TRITON,19.15,50
2007-01-25,11:39:53,PLBIG0000016,MILLENNIUM,10.1,12000
2007-01-25,11:39:53,PLBIG0000016,MILLENNIUM,10.1,13000
2007-01-25,11:39:53,PLCRSNT00011,CERSANIT,46.5,257
2007-01-25,11:39:53,PLCRSNT00011,CERSANIT,46.5,109
2007-01-25,11:39:53,PLCRSNT00011,CERSANIT,46.5,50
2007-01-25,11:39:53,PLMSTEX00017,MOSTALEXP,5.37,488
2007-01-25,11:39:53,PLMSTEX00017,MOSTALEXP,5.38,200
2007-01-25,11:39:53,PLMSTEX00017,MOSTALEXP,5.38,300
2007-01-25,11:39:53,PLMSTEX00017,MOSTALEXP,5.39,503
2007-01-25,11:39:53,PLTRNSU00013,TUP,15.7,59
2007-01-25,11:39:53,PLTRNSU00013,TUP,15.7,258
2007-01-25,11:39:54,PLBIOTN00029,BIOTON,2,8712
2007-01-25,11:39:54,PLBIOTN00029,BIOTON,2,13288
2007-01-25,11:39:54,PLCNTSL00014,CENSTALGD,17.33,40
2007-01-25,11:39:54,PLCRSNT00011,CERSANIT,46.5,100
2007-01-25,11:39:54,PLCRSNT00011,CERSANIT,46.5,184
2007-01-25,11:39:55,PLMSTZB00018,MOSTALZAB,6.27,452
2007-01-25,11:39:55,PLRAFAK00018,RAFAKO,38.2,37
2007-01-25,11:39:55,PLRAFAK00018,RAFAKO,38.2,87
2007-01-25,11:39:55,PLRAFAK00018,RAFAKO,38.2,21
2007-01-25,11:39:56,PLHUTMN00017,HUTMEN,25.6,267
2007-01-25,11:39:57,PLCELZA00018,SWIECIE,93.9,81
2007-01-25,11:39:57,PLCELZA00018,SWIECIE,93.9,19
2007-01-25,11:39:57,PLKABLE00012,KABLE,83.6,20
2007-01-25,11:39:57,PLKROSN00015,KROSNO,5.8,200
2007-01-25,11:39:57,PLTLKPL00017,TPSA,26,502
2007-01-25,11:39:58,PLAMPLI00019,AMPLI,11.99,250
2007-01-25,11:39:58,PLPGNIG00014,PGNIG,3.73,2000
2007-01-25,11:39:58,PLPGNIG00014,PGNIG,3.73,1000
2007-01-25,11:39:58,PLSZPTL00010,MNI,5.1,50
2007-01-25,11:39:58,PLTVN0000017,TVN,25.63,145
2007-01-25,11:39:59,PLBDPWR00014,BUDOPOL,7.37,46
2007-01-25,11:39:59,PLBDPWR00014,BUDOPOL,7.38,200
2007-01-25,11:39:59,PLBDPWR00014,BUDOPOL,7.38,504
2007-01-25,11:39:59,PLBIG0000016,MILLENNIUM,10.11,8637
2007-01-25,11:39:59,PLBIG0000016,MILLENNIUM,10.11,152
2007-01-25,11:39:59,PLBIG0000016,MILLENNIUM,10.11,5000
2007-01-25,11:39:59,PLGRBRN00012,ALCHEMIA,56.7,136
2007-01-25,11:39:59,PLGRBRN00012,ALCHEMIA,56.7,114
2007-01-25,11:40:00,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:40:00,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:40:00,PLELMEX00014,ELEKTROEX,3.69,216
2007-01-25,11:40:00,PLELMEX00014,ELEKTROEX,3.7,188
2007-01-25,11:40:00,PLERGPL00014,ENERGOPOL,102,20
2007-01-25,11:40:00,PLPEKAO00016,PEKAO,247.9,3
2007-01-25,11:40:00,PLSWMED00013,SWISSMED,3.24,2450
2007-01-25,11:40:01,PLHUTMN00017,HUTMEN,25.6,413
2007-01-25,11:40:01,PLMSTZB00018,MOSTALZAB,6.27,194
2007-01-25,11:40:01,PLMSTZB00018,MOSTALZAB,6.27,14
2007-01-25,11:40:02,PLBIOTN00029,BIOTON,2,2000
2007-01-25,11:40:02,PLMSTEX00017,MOSTALEXP,5.35,163
2007-01-25,11:40:05,PL0GPWF05785,FW20H7,34830,5
2007-01-25,11:40:05,PLBIOTN00029,BIOTON,2,3000
2007-01-25,11:40:05,PLBIOTN00029,BIOTON,2,10000
2007-01-25,11:40:08,PLAMPLI00019,AMPLI,12,149
2007-01-25,11:40:08,PLAMPLI00019,AMPLI,12,101
2007-01-25,11:40:08,PLBIOTN00029,BIOTON,2,2500
2007-01-25,11:40:08,PLINSTK00013,INSTALKRK,31.68,35
2007-01-25,11:40:09,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:40:10,PLBDPWR00014,BUDOPOL,7.35,200
2007-01-25,11:40:10,PLBIOTN00029,BIOTON,2,1000
2007-01-25,11:40:10,PLMSTZB00018,MOSTALZAB,6.27,100
2007-01-25,11:40:10,PLMSTZB00018,MOSTALZAB,6.27,486
2007-01-25,11:40:10,PLPGNIG00014,PGNIG,3.73,5000
2007-01-25,11:40:12,PLGANT000014,GANT,81.9,11
2007-01-25,11:40:12,PLGANT000014,GANT,82,9
2007-01-25,11:40:13,PLERGPL00014,ENERGOPOL,102,36
2007-01-25,11:40:15,PL0GPWF05769,FTPSH7,12950,1
2007-01-25,11:40:15,PLBIG0000016,MILLENNIUM,10.11,10
2007-01-25,11:40:15,PLMSTEX00017,MOSTALEXP,5.38,656
2007-01-25,11:40:15,PLSZPTL00093,MNI-PP,11.41,1
2007-01-25,11:40:17,PLAMPLI00019,AMPLI,11.99,200
